,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
3346,749,9,Budapest - Málna utca,31,1011,Budapest,Málna utca,,,POINT (47.50696 19.03522),Málna utca        ,,,,,,,,,,,,,,,,13001,,,,,,2.0,,,,,nan,,nan,2.0,22 kW,,,Evopro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.50696,19.03522,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3347,1288,9,Budapest - Pala utca,31,1011,Budapest,Pala utca,,,POINT (47.50072 19.03874),Pala utca        ,,,,,,,,,,,,,,,,13501,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.50072,19.03874,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3348,759,9,Budapest - Szilágyi Dezső tér,31,1011,Budapest,Szilágyi Dezső tér,,,POINT (47.50341 19.03938),Szilágyi Dezső tér       ,,,,,,,,,,,,,,,,13002,,,,,,2.0,,,,,nan,,nan,2.0,22 kW,,,Evopro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.50341,19.03938,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3349,767,9,Budapest - Hadnagy utca 8.,33,1013,Budapest,Hadnagy utca,8,,POINT (47.49083 19.04385),Hadnagy utca 8.       ,,,,,,,,,,,,,,,,13003,,,,,,2.0,,,,,nan,,nan,2.0,22 kW,,,Evopro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.49083,19.04385,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3350,1290,9,Budapest - Csalogány utca 23.,35,1015,Budapest,Csalogány utca,23,,POINT (47.50767 19.03343),Csalogány utca 23.       ,,,,,,,,,,,,,,,,13502,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.50767,19.03343,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3351,778,9,Budapest - Gellérthegy utca 36.,36,1016,Budapest,Gellérthegy utca,36,,POINT (47.49452 19.03509),Gellérthegy utca 36.       ,,,,,,,,,,,,,,,,13005,,,,,,2.0,,,,,nan,,nan,2.0,22 kW,,,Evopro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.49452,19.03509,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3352,784,9,Budapest - Krisztina körút 99.,36,1016,Budapest,Krisztina körút,99,,POINT (47.49512 19.03518),Krisztina körút 99.       ,,,,,,,,,,,,,,,,13006,,,,,,2.0,,,,,nan,,nan,2.0,22 kW,,,Evopro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.49512,19.03518,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3353,773,9,Budapest - Naphegy utca 65.,36,1016,Budapest,Naphegy utca,65,,POINT (47.49226 19.03688),Naphegy utca 65.       ,,,,,,,,,,,,,,,,13004,,,,,,2.0,,,,,nan,,nan,2.0,22 kW,,,Evopro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.49226,19.03688,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3354,1292,9,Budapest - Számadó utca 1.,36,1016,Budapest,Számadó utca,1,,POINT (47.48613 19.03986),Számadó utca 1.       ,,,,,,,,,,,,,,,,13503,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.48613,19.03986,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
3355,1293,9,Budapest - Marczibányi tér 5.,38,1022,Budapest,Marczibányi tér,5,,POINT (47.51405 19.02117),Marczibányi tér 5.       ,,,,,,,,,,,,,,,,13504,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 10:14:44.122191+00:00,,,47.51405,19.02117,9,e-töltőpont,charging_station,"{'operator': 'e-Mobi Elektromobilitás Nonprofit Kft.', 'contact:email': 'kapcsolat@e-mobi.hu', 'operator:addr': '1037 Budapest, Montevideo utca 2/C', 'amenity': 'charging_station', 'ref:HU:company': '01 09 281052', 'contact:website': 'https://e-mobi.hu/hu', 'fee': 'yes', 'contact:phone': '+36 80 210 012', 'ref:vatin:hu': '25539431-2-41', 'authentication:membership_card': 'yes', 'contact:facebook': 'https://www.facebook.com/elektromobilitas', 'opening_hours': '24/7', 'authentication:app': 'yes', 'parking:fee': 'no', 'ref:vatin': 'HU25539431', 'alt_name': 'e-mobi', 'authentication:none': 'yes'}",https://e-mobi.hu/,huemobichs,(e-mobi|emobi|e-töltőpont),,False,False,50.0,30.0,10.0,,,,,2022-03-07 11:06:58.941541,
