,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
2642,1074,36,,57,1046,Budapest,Szent Imre utca,1,,POINT (47.56671 19.098006),Szent Imre u.1.,/barkacsaruhaz/ujpest/,,,,,,,,,,,,,,,006,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.56671,19.098006,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2643,1084,36,,95,1095,Budapest,Soroksári út,33,,POINT (47.467645 19.075819),Soroksári út 33.,/barkacsaruhaz/budapest-soroksari-ut/,,,,,,,,,,,,,,,009,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.467645,19.075819,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2644,1102,36,,113,1117,Budapest,Hunyadi János utca,23,,POINT (47.436305 19.042283),Hunyadi J. u. 23.,/barkacsaruhaz/budapest-savoya-park/,,,,,,,,,,,,,,,016,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.436305,19.042283,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2645,1122,36,,138,1148,Budapest,Fogarasi út,28-54,,POINT (47.504302 19.119518),Fogarasi út 28-54.,/barkacsaruhaz/budapest-fogaras-ut/,,,,,,,,,,,,,,,024,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.504302,19.119518,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2646,1142,36,,165,1191,Budapest,Vak Bottyán utca,75/A,,POINT (47.462298 19.147798),Vak Bottyán u. 75/a,/barkacsaruhaz/budapest-koki-terminal/,,,,,,,,,,,,,,,033,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.462298,19.147798,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2647,1155,36,,188,1239,Budapest,Bevásárló utca,6,,POINT (47.413867 19.163216),Bevásárló utca 6.,/barkacsaruhaz/soroksar/,,,,,,,,,,,,,,,037,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.413867,19.163216,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2648,1147,36,,601,2011,Budakalász,Omszk park,2,,POINT (47.610973 19.060419),Omszk Park 2.,/barkacsaruhaz/budakalasz/,,,,,,,,,,,,,,,035,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.610973,19.060419,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2649,1087,36,,626,2040,Budaörs,,,,POINT (47.460192 18.893125),Budapark,/barkacsaruhaz/budaors/,,,,,,,,,,,,,,,010,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.460192,18.893125,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2650,1152,36,,702,2151,Fót,Fehérkő út,2,,POINT (47.578333 19.159483),Fehérkő út 2.,/barkacsaruhaz/fot/,,,,,,,,,,,,,,,036,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.578333,19.159483,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
2651,1110,36,,806,2400,Dunaújváros,Venyimi út,5-7,,POINT (46.978144 18.921653),Venyimi út 5-7.,/barkacsaruhaz/dunaujvaros/,,,,,,,,,,,,,,,019,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.978144,18.921653,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'air_conditioning': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,,,,,2021-11-20 13:13:50.575023,
